SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
"FOSFATO DE SITAGLIPTINA MONOIDRATADO;CLORIDRATO DE METFORMINA";03.560.974/0001-18;MERCK SHARP & DOHME FARMACEUTICA LTDA.;527315030016104;1017102030065;7897572004481;    -     ;    -     ;NIMEGON MET;(50,0 + 1000,0) MG COM REV CT BL AL AL X 56;A10N3 - ASSOCIAÇÕES DE INIBIDORES DPP-IV COM BIGUANIDAS;Similar;Regulado;160,53;160,53;182,42;193,41;193,41;194,58;194,58;195,77;195,77;200,66;221,92;252,18;267,38;267,38;269;269;270,64;270,64;277,4;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
FOSFATO DE SITAGLIPTINA MONOIDRATADO;03.560.974/0001-18;MERCK SHARP & DOHME FARMACEUTICA LTDA.;527315110017004;1017102050171;7897572004306;    -     ;    -     ;NIMEGON;50 MG COM REV CT BL AL AL X 28;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Similar;Regulado;81,43;81,43;92,53;98,11;98,11;98,7;98,7;99,3;99,3;101,79;112,57;127,92;135,63;135,63;136,45;136,45;137,28;137,28;140,72;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
FOSFATO DE SITAGLIPTINA MONOIDRATADO;03.560.974/0001-18;MERCK SHARP & DOHME FARMACEUTICA LTDA.;527315110017104;1017102050201;7897572004344;    -     ;    -     ;NIMEGON;100 MG COM REV CT BL AL AL X 14;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Similar;Regulado;81,43;81,43;92,53;98,11;98,11;98,7;98,7;99,3;99,3;101,79;112,57;127,92;135,63;135,63;136,45;136,45;137,28;137,28;140,72;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
FOSFATO DE SITAGLIPTINA MONOIDRATADO;03.560.974/0001-18;MERCK SHARP & DOHME FARMACEUTICA LTDA.;527315110017204;1017102050211;7897572004351;    -     ;    -     ;NIMEGON;100 MG COM REV CT BL AL AL X 28 ;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Similar;Regulado;162,89;162,89;185,1;196,25;196,25;197,44;197,44;198,65;198,65;203,61;225,19;255,89;271,3;271,3;272,95;272,95;274,62;274,62;281,48;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
DESLORATADINA;03.560.974/0001-18;MERCK SHARP & DOHME FARMACEUTICA LTDA.;527317050019104;1017102060010;7897572006294;    -     ;    -     ;AVIANT;5 MG COM REV CT BL AL PLAS X 10;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Similar;Regulado;28,43;31,84;36,79;39,35;34,25;39,62;34,46;39,9;34,67;41,05;42,71;49,14;52,45;47,35;52,8;47,64;53,16;47,93;54,64;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
DESLORATADINA;03.560.974/0001-18;MERCK SHARP & DOHME FARMACEUTICA LTDA.;527317050018904;1017102060045;7897572006324;    -     ;    -     ;AVIANT;0,5 MG/ML XPE CT FR VD AMB X 60 ML + DOSADOR;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Similar;Regulado;24,29;27,21;31,44;33,62;29,27;33,86;29,45;34,1;29,63;35,08;36,5;42;44,81;40,46;45,12;40,71;45,43;40,96;46,69;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
DESLORATADINA;03.560.974/0001-18;MERCK SHARP & DOHME FARMACEUTICA LTDA.;527317050019004;1017102060071;7897572006331;    -     ;    -     ;AVIANT;0,5 MG/ML XPE CT FR VD AMB X 100 ML + DOSADOR ;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Similar;Regulado;38,74;43,39;50,14;53,62;46,68;53,99;46,96;54,37;47,25;55,95;58,21;66,98;71,47;64,53;71,95;64,92;72,44;65,32;74,47;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
DESLORATADINA;03.560.974/0001-18;MERCK SHARP & DOHME FARMACEUTICA LTDA.;527317050019204;1017102060088;7897572006287;    -     ;    -     ;AVIANT;5 MG COM REV CT BL AL PLAS X 30;R6A - ANTI-HISTAMÍNICOS SISTÊMICOS;Similar;Regulado;80,05;89,66;103,61;110,8;96,45;111,57;97,03;112,35;97,63;115,61;120,28;138,4;147,69;133,34;148,68;134,14;149,68;134,97;153,88;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
"DESLORATADINA;SULFATO DE PSEUDOEFEDRINA";03.560.974/0001-18;MERCK SHARP & DOHME FARMACEUTICA LTDA.;527318030019304;1017102070024;7897572020016;    -     ;    -     ;AVIANT EFE;2,5 MG + 120 MG COM LIB MOD CT BL AL/AL X 10;R1B - PREPARAÇÕES SISTÊMICAS NASAIS;Similar;Regulado;28,55;31,98;36,96;39,52;34,4;39,79;34,61;40,07;34,82;41,23;42,9;49,37;52,68;47,56;53,02;47,85;53,39;48,14;54,88;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
CLORIDRATO DE ONDANSETRONA;44.211.936/0001-37;AVERT LABORATÓRIOS LTDA;534315030001704;1017400200015;7896112427452;    -     ;    -     ;LISTO;4 MG COM ORODISP CT BL AL PLAS TRANS X 10 ;A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA;Similar;Regulado;23,07;23,07;26,22;27,8;27,8;27,96;27,96;28,13;28,13;28,84;31,89;36,25;38,43;38,43;38,65;38,65;38,89;38,89;39,87;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE ONDANSETRONA;44.211.936/0001-37;AVERT LABORATÓRIOS LTDA;534315030001804;1017400200031;7896112427469;    -     ;    -     ;LISTO;8 MG COM ORODISP CT BL AL PLAS TRANS X 10  ;A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA;Similar;Regulado;45,46;45,46;51,66;54,77;54,77;55,1;55,1;55,44;55,44;56,83;62,85;71,42;75,72;75,72;76,17;76,17;76,64;76,64;78,56;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORETO DE BENZALCÔNIO;44.211.936/0001-37;AVERT LABORATÓRIOS LTDA;534300502271410;1017400340083;7896082900337;    -     ;    -     ;SINUSTRAT;9 MG/ML SOL NAS CT FR VD AMB CGT X 10 ML;R1A4 - ANTI-INFECCIOSOS NASAIS SEM CORTICOSTERÓIDES;Específico;Regulado;10,36;11,6;13,4;14,33;12,48;14,43;12,55;14,54;12,63;14,96;15,56;17,9;19,1;17,25;19,23;17,35;19,37;17,46;19,91;Não;Não;Não;Não;;Negativa;Sim;Tarja  Vermelha
PERÓXIDO DE BENZOÍLA;44.211.936/0001-37;AVERT LABORATÓRIOS LTDA;534300102166415;1017400460017;7896082900047;    -     ;    -     ;ACNASE GEL;50 MG/G GEL CT BG AL X 20 G;D10A - ANTIACNEICOS TÓPICOS;Similar;Liberado;21,22;23,77;27,47;29,37;25,57;29,58;25,73;29,79;25,88;30,65;31,89;36,69;39,15;35,35;39,42;35,57;39,69;35,78;40,8;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre
IBUPROFENO;45.569.555/0007-82;CATALENT BRASIL LTDA.;551217020000014;1017500210012;7898495602389;    -     ;    -     ;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 4;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Novo;Regulado;8,99;8,99;10,22;10,83;10,83;10,9;10,9;10,96;10,96;11,24;12,43;14,13;14,97;14,97;15,07;15,07;15,15;15,15;15,54;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
IBUPROFENO;45.569.555/0007-82;CATALENT BRASIL LTDA.;551217020000114;1017500210020;7898495602358;    -     ;    -     ;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Novo;Regulado;22,47;22,47;25,53;27,07;27,07;27,24;27,24;27,4;27,4;28,09;31,06;35,29;37,42;37,42;37,66;37,66;37,88;37,88;38,83;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
IBUPROFENO;45.569.555/0007-82;CATALENT BRASIL LTDA.;551217020000214;1017500210039;7898495602365;    -     ;    -     ;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Novo;Regulado;44,93;44,93;51,06;54,13;54,13;54,46;54,46;54,79;54,79;56,16;62,11;70,59;74,83;74,83;75,29;75,29;75,74;75,74;77,64;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
IBUPROFENO;45.569.555/0007-82;CATALENT BRASIL LTDA.;551217020000314;1017500210047;7898495602372;    -     ;    -     ;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 30;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Novo;Regulado;67,4;67,4;76,59;81,2;81,2;81,7;81,7;82,2;82,2;84,25;93,18;105,88;112,25;112,25;112,95;112,95;113,64;113,64;116,47;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
IBUPROFENO;45.569.555/0007-82;CATALENT BRASIL LTDA.;551217020000414;1017500210055;7898495602396;    -     ;    -     ;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 200;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Novo;Regulado;449,35;449,35;510,63;541,39;541,39;544,67;544,67;547,99;547,99;561,69;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
IBUPROFENO;45.569.555/0007-82;CATALENT BRASIL LTDA.;551217020000514;1017500210063;7898495602402;    -     ;    -     ;CAPSFEN;600 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 500;M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS;Novo;Regulado;1123,36;1123,36;1276,55;1353,45;1353,45;1361,65;1361,65;1369,95;1369,95;1404,2;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"MEPIVACAÍNA;CORBADRINA";33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507200501150411;1017700150013;7894590578789;    -     ;    -     ;MEPIVACAINA + LEVO-NORDEFRINA;20 MG + 50 MG SOL INJ CART 5 BL X 10 CARPULES 1,8 ML;N1B2 - ANESTÉSICOS LOCAIS INJETÁVEIS ODONTOLÓGICOS;Similar;Liberado;62,48;62,48;71;75,28;75,28;75,73;75,73;76,2;76,2;78,1;86,37;98,15;104,07;104,07;104,69;104,69;105,34;105,34;107,97;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"EPINEFRINA;CLORIDRATO DE LIDOCAINA";33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507200101152417;1017700160027;7894590578864;    -     ;    -     ;ALPHACAINE;20 MG/ML + 0,01 MG/ML SOL INJ CT BL AL PLAS INC X 50 CARP VD INC X 1,8 ML;N1B2 - ANESTÉSICOS LOCAIS INJETÁVEIS ODONTOLÓGICOS;Similar;Liberado;68,68;68,68;78,05;82,75;82,75;83,25;83,25;83,76;83,76;85,85;94,95;107,9;114,4;114,4;115,09;115,09;115,79;115,79;118,68;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"EPINEFRINA;CLORIDRATO DE MEPIVACAÍNA";33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507200401156418;1017700220011;7894590564805;    -     ;    -     ;MEPIADRE;20MG/ML+10MCG/ML SOL INJ CT BL 50 CAR VD TRANS X 1,8 ML;N1B2 - ANESTÉSICOS LOCAIS INJETÁVEIS ODONTOLÓGICOS;Similar;Liberado;101,79;101,79;115,67;122,64;122,64;123,38;123,38;124,13;124,13;127,24;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"CLORIDRATO DE MEPIVACAÍNA;HEMITARTARATO DE NOREPINEFRINA";33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507200601155415;1017700240012;7894590565611;    -     ;    -     ;MEPINOR;20 MG/ML + 18 MCG/ML SOL INJ CT 50 CARP VD TRANS X 1,8 ML;N1B2 - ANESTÉSICOS LOCAIS INJETÁVEIS ODONTOLÓGICOS;Similar;Liberado;62,48;62,48;71;75,28;75,28;75,73;75,73;76,2;76,2;78,1;86,37;98,15;104,07;104,07;104,69;104,69;105,34;105,34;107,97;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"EPINEFRINA;CLORIDRATO DE ARTICAÍNA";33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507201101156410;1017700250018;7894590501930;    -     ;    -     ;ARTICAINE;72 MG + 18 MCG  SOL INJ CT BL TRANS X 20 CARP VD TRANS X 1,8 ML;N1B2 - ANESTÉSICOS LOCAIS INJETÁVEIS ODONTOLÓGICOS;Similar;Liberado;111,33;111,33;126,51;134,13;134,13;134,95;134,95;135,77;135,77;139,16;153,91;174,89;185,43;185,43;186,56;186,56;187,69;187,69;192,38;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"EPINEFRINA;CLORIDRATO DE ARTICAÍNA";33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507220070001707;1017700250034;7894590501930;    -     ;    -     ;ARTICAINE;72 MG + 18 MCG SOL INJ CT BL TRANS X 50 CARP VD TRANS X 1,8 ML;N1B2 - ANESTÉSICOS LOCAIS INJETÁVEIS ODONTOLÓGICOS;Similar;Liberado;111,33;111,33;126,51;134,13;134,13;134,95;134,95;135,77;135,77;139,16;153,91;174,89;185,43;185,43;186,56;186,56;187,69;187,69;192,38;Não;Não;Não;Não;;Positiva;Não;Tarja -(*)
"EPINEFRINA;CLORIDRATO DE ARTICAÍNA";33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507221060001807;1017700250069;7894590504573;    -     ;    -     ;ARTICAINE;72 MG + 9 MCG SOL INJ CT BL TRANS X 50 CARP VD TRANS X 1,8 ML;N1B2 - ANESTÉSICOS LOCAIS INJETÁVEIS ODONTOLÓGICOS;Similar;Liberado;111,33;111,33;126,51;134,13;134,13;134,95;134,95;135,77;135,77;139,16;153,91;174,89;185,43;185,43;186,56;186,56;187,69;187,69;192,38;Não;Não;Não;Não;;Positiva;Sim;Tarja -(*)
BENZOCAÍNA;33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507200302174418;1017700270019;7894590590217;    -     ;    -     ;BENZOTOP;200 MG/G GEL CT  PT  PLAS OPC X 12 G (SABOR PINA COLADA);N1B3 - ANESTÉSICOS LOCAIS TÓPICOS;Similar;Liberado;5,67;5,67;6,44;6,83;6,83;6,87;6,87;6,91;6,91;7,09;7,84;8,9;9,44;9,44;9,5;9,5;9,55;9,55;9,8;Não;Não;Não;Não;;Positiva;Não;Tarja Venda Livre
BENZOCAÍNA;33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507200303170416;1017700270027;7894590579403;    -     ;    -     ;BENZOTOP;200 MG/G GEL CT  PT  PLAS OPC X 12 G (SABOR TUTTI-FRUTTI);N1B3 - ANESTÉSICOS LOCAIS TÓPICOS;Similar;Liberado;5,67;5,67;6,44;6,83;6,83;6,87;6,87;6,91;6,91;7,09;7,84;8,9;9,44;9,44;9,5;9,5;9,55;9,55;9,8;Não;Não;Não;Não;;Positiva;Sim;Tarja Venda Livre
BENZOCAÍNA;33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507200301178411;1017700270035;7894590590484;    -     ;    -     ;BENZOTOP;200 MG/G GEL CT  PT  PLAS OPC X 12 G (SABOR MENTA);N1B3 - ANESTÉSICOS LOCAIS TÓPICOS;Similar;Liberado;5,67;5,67;6,44;6,83;6,83;6,87;6,87;6,91;6,91;7,09;7,84;8,9;9,44;9,44;9,5;9,5;9,55;9,55;9,8;Não;Não;Não;Não;;Positiva;Não;Tarja Venda Livre
"CLORIDRATO DE PRILOCAÍNA;FELIPRESSINA";33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507200701151411;1017700280014;7894590543138;    -     ;    -     ;PRILONEST;30 MG/ML + 0,03 UI/ML SOL INJ 50 CARPULES VD INC X 1,8 ML;N1B2 - ANESTÉSICOS LOCAIS INJETÁVEIS ODONTOLÓGICOS;Similar;Liberado;82,69;82,69;93,97;99,63;99,63;100,23;100,23;100,84;100,84;103,36;114,31;129,91;137,73;137,73;138,56;138,56;139,41;139,41;142,89;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE MEPIVACAÍNA;33.112.665/0001-46;DFL INDÚSTRIA E COMÉRCIO S/A;507201201150414;1017700300015;7894590573043;    -     ;    -     ;MEPISV;30MG/ML SOL INJ CT BL TRANS X 50 CARP VD TRANS X 1,8ML;N1B2 - ANESTÉSICOS LOCAIS INJETÁVEIS ODONTOLÓGICOS;Similar;Liberado;101,79;101,79;115,67;122,64;122,64;123,38;123,38;124,13;124,13;127,24;140,72;159,91;169,54;169,54;170,57;170,57;171,6;171,6;175,9;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
HIDROXICARBAMIDA;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505102501117316;1018000930014;7896016800696;    -     ;    -     ;HYDREA;500 MG CAP DURA CT FR VD AMB X 100;L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS;Novo;Regulado;185,31;185,31;210,58;223,27;223,27;224,62;224,62;225,99;225,99;231,64;256,18;291,11;308,66;308,66;310,52;310,52;312,42;312,42;320,23;Não;Sim;Sim;Não;;Positiva;Sim;Tarja  Vermelha
LOMUSTINA;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505101301114315;1018001040018;7896016800856;    -     ;    -     ;CITOSTAL;10 MG CAP GEL DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Novo;Regulado;26,9;26,9;30,57;32,41;32,41;32,61;32,61;32,8;32,8;33,63;37,19;42,26;44,8;44,8;45,08;45,08;45,34;45,34;46,49;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
LOMUSTINA;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505101302110313;1018001040026;7896016800863;    -     ;    -     ;CITOSTAL;40 MG CAP GEL DURA CT FR VD AMB X 5;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Novo;Regulado;84,57;84,57;96,1;101,89;101,89;102,51;102,51;103,13;103,13;105,71;116,91;132,85;140,86;140,86;141,71;141,71;142,57;142,57;146,14;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
COLESTIRAMINA;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505105101136318;1018001090028;7896016801273;    -     ;    -     ;QUESTRAN LIGHT;854,4 MG/G PO OR CT 10 ENV AL POLIET X 4,68 G;C10A3 - RESINAS TROCADORAS DE ÍONS;Novo;Regulado;53,7;53,7;61,02;64,7;64,7;65,09;65,09;65,49;65,49;67,13;74,24;84,36;89,44;89,44;89,98;89,98;90,54;90,54;92,8;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE SOTALOL;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505105502114315;1018001280056;7896016802294;    -     ;    -     ;SOTACOR;160 MG COM CT BL AL PLAS INC X 20;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;62,64;62,64;71,18;75,47;75,47;75,93;75,93;76,39;76,39;78,3;86,6;98,4;104,33;104,33;104,97;104,97;105,6;105,6;108,25;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CLORIDRATO DE SOTALOL;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505105501118317;1018001280080;7896016802676;    -     ;    -     ;SOTACOR;120 MG COM CT FR PLAS OPC X 30;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;65,1;65,1;73,98;78,43;78,43;78,91;78,91;79,39;79,39;81,38;90;102,27;108,42;108,42;109,09;109,09;109,75;109,75;112,5;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
TENIPOSÍDEO;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505107101151313;1018001370048;7896016801211;    -     ;    -     ;VUMON;10 MG/ML SOL INJ CT 10 AMP VD INC X 5 ML;L1C4 - AGENTES ANTINEOPLÁSICOS PODOFILOTOXINAS;Novo;Regulado;954;954;1084,09;1149,4;1149,4;1156,36;1156,36;1163,41;1163,41;1192,5;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
ACETATO DE MEGESTROL;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505103302118310;1018001420033;7896016800726;    -     ;    -     ;MEGESTAT;160 MG COM CT FR VD AMB X 30;L2A2 - HORMÔNIOS PROGESTOGÊNEOS CITOSTÁTICOS;Novo;Regulado;203,76;203,76;231,55;245,49;245,49;246,98;246,98;248,49;248,49;254,7;281,69;320,1;339,38;339,38;341,44;341,44;343,52;343,52;352,11;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA";56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505103802110327;1018001460021;7896016806261;    -     ;    -     ;NALDECON;400 MG + 20 MG COM AMARELO/400 MG + 4 MG COM LARANJA CT BL AL/AL X 12 + 12;R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS;Novo;Liberado;23,71;26,56;30,69;32,82;28,57;33,05;28,74;33,28;28,92;34,25;35,63;41;43,75;39,5;44,04;39,73;44,34;39,98;45,59;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre/Sem Tarja (*)
"PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA";56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505103803117325;1018001460089;7896016806247;    -     ;    -     ;NALDECON;400 MG + 20 MG COM AMARELO/400 MG + 4 MG COM LARANJA DISP BL AL/AL X 100 + 100;R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS;Novo;Liberado;257,59;288,5;333,39;356,51;310,35;359;312,23;361,52;314,13;371,99;387,01;445,34;475,2;429,04;478,41;431,64;481,66;434,27;495,13;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre/Sem Tarja (*)
PACLITAXEL;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505105903151319;1018001510019;7896016801792;    -     ;    -     ;TAXOL;6 MG/ML SOL INJ IV CT FA VD INC X 5 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Novo;Regulado;821,63;821,63;933,67;989,92;989,92;995,91;995,91;1001,99;1001,99;1027,04;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
PACLITAXEL;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505105901159312;1018001510035;7896016806155;    -     ;    -     ;TAXOL;6 MG/ML SOL INJ IV CT FA VD INC X 16,7 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Novo;Regulado;2738,92;2738,92;3112,41;3299,9;3299,9;3319,9;3319,9;3340,15;3340,15;3423,65;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
PACLITAXEL;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505105902155310;1018001510051;7896016806162;    -     ;    -     ;TAXOL;6 MG/ML SOL INJ IV CT FA VD INC X 50 ML + REV PLAS;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Novo;Regulado;8217;8217;9337,5;9900;9900;9960;9960;10020,73;10020,73;10271,25;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"PARACETAMOL;CLORIDRATO DE FENILEFRINA";56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505103902115320;1018002780011;7896016805608;    -     ;    -     ;NALDECON DIA;800 MG + 20 MG COM CT BL AL /AL X 12 COM AMARELO + 12 COM BRANCO;R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS;Novo;Liberado;23,71;26,56;30,69;32,82;28,57;33,05;28,74;33,28;28,92;34,25;35,63;41;43,75;39,5;44,04;39,73;44,34;39,98;45,59;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre/Sem Tarja (*)
"PARACETAMOL;CLORIDRATO DE FENILEFRINA";56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505103901119322;1018002780028;7896016805615;    -     ;    -     ;NALDECON DIA;800 MG + 20 MG COM CX  BL AL/AL X 50 COM AMARELO  + 50 COM BRANCO ;R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS;Novo;Liberado;128,78;144,23;166,67;178,23;155,15;179,47;156,09;180,74;157,04;185,97;193,48;222,64;237,57;214,49;239,17;215,79;240,8;217,1;247,53;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre/Sem Tarja (*)
SULFATO DE ATAZANAVIR;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505107902111212;1018003010031;7896016805981;    -     ;    -     ;REYATAZ;200 MG CAP DURA CT FR PLAS HDPE OPC X 60;J5C2 - INIBIDORES DA PROTEASE;Novo;Regulado;1697,75;1697,75;;;;;;;;;2347,04;;;;;;;;;Não;Não;Não;Sim;;Positiva;Não;Tarja Vermelha(*)
SULFATO DE ATAZANAVIR;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505107903116315;1018003010099;7896016806759;    -     ;    -     ;REYATAZ;300 MG CAP DURA CT FR PLAS HDPE OPC X 30;J5C2 - INIBIDORES DA PROTEASE;Novo;Regulado;1242,01;1242,01;;;;;;;;;1717,01;;;;;;;;;Não;Não;Não;Sim;;Positiva;Sim;Tarja Vermelha(*)
ENTECAVIR;56.998.982/0001-07;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;505107601111213;1018003770018;7896016806308;    -     ;    -     ;BARACLUDE;0,5 MG COM REV CT FR PLAS HDPE OPC X 30 ;J5D2 - ANTIVIRAIS PARA HEPATITE B;Novo;Regulado;857,98;857,98;974,98;1033,71;1033,71;1039,98;1039,98;1046,32;1046,32;1072,48;1186,11;1347,85;1429,04;1429,04;1437,71;1437,71;1446,48;1446,48;1482,64;Não;Sim;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
